sensor,time,power,temperature,flag_missing_temperature,flag_bad_coordinates,flag_physical_outlier,flag_sensor_iqr_outlier,flag_rolling_spike,flag_row_outlier
N102,4225392000.0,500.0,,True,False,False,False,False,True
N102,4243536000.0,423.69055,,True,False,False,False,False,True
N102,4287600000.0,500.0,,True,False,False,False,False,True
N102,4295376000.0,420.6354,,True,False,False,False,False,True
N102,4299696000.0,500.0,,True,False,False,False,False,True
N102,4312656000.0,500.0,,True,False,False,False,False,True
N102,4317840000.0,500.0,,True,False,False,False,False,True
N102,4326480000.0,0.0,,True,False,False,False,False,True
N102,4329072000.0,418.68338,,True,False,False,False,False,True
N102,4330800000.0,0.0,,True,False,False,False,False,True
N102,4333392000.0,0.0,,True,False,False,False,False,True
N102,4346352000.0,500.0,,True,False,False,False,False,True
N102,4355856000.0,500.0,,True,False,False,False,False,True
N102,4388688000.0,0.0,,True,False,False,False,False,True
N102,4406832000.0,414.28613,,True,False,False,False,False,True
N102,4475952000.0,410.65598,,True,False,False,False,False,True
N102,4487184000.0,410.07083,,True,False,False,False,False,True
N102,4507920000.0,0.0,,True,False,False,False,False,True
N102,4510512000.0,500.0,,True,False,False,False,False,True
N102,4530384000.0,0.0,,True,False,False,False,False,True
N102,4590864000.0,500.0,,True,False,False,False,False,True
N102,4604688000.0,500.0,,True,False,False,False,False,True
N102,4624560000.0,402.91418,,True,False,False,False,False,True
N102,4644432000.0,401.87894,,True,False,False,False,False,True
N102,4647024000.0,0.0,,True,False,False,False,False,True
N102,4666896000.0,500.0,,True,False,False,False,False,True
N102,4669488000.0,400.57364,,True,False,False,False,False,True
N102,4702320000.0,398.86325,,True,False,False,False,False,True
N102,4704912000.0,0.0,,True,False,False,False,False,True
N102,4716144000.0,398.14307,,True,False,False,False,False,True
N102,4719600000.0,0.0,,True,False,False,False,False,True
N102,4721328000.0,500.0,,True,False,False,False,False,True
N102,4741286400.0,396.89786,,True,False,False,False,False,True
N102,4749062400.0,204.10959,,True,False,False,False,False,True
N102,4768070400.0,0.0,,True,False,False,False,False,True
N102,4771526400.0,0.0,,True,False,False,False,False,True
N102,4804358400.0,0.0,,True,False,False,False,False,True
N102,4808678400.0,0.0,,True,False,False,False,False,True
N102,4812134400.0,0.0,,True,False,False,False,False,True
N102,4834598400.0,0.0,,True,False,False,False,False,True
N102,4851878400.0,0.0,,True,False,False,False,False,True
N102,4876070400.0,0.0,,True,False,False,False,False,True
N102,4898534400.0,0.0,,True,False,False,False,False,True
N102,4901990400.0,0.0,,True,False,False,False,False,True
N102,4917542400.0,0.0,,True,False,False,False,False,True
N102,4950374400.0,0.0,,True,False,False,False,False,True
N102,4952102400.0,387.16605,,True,False,False,False,False,True
N102,4963334400.0,0.0,,True,False,False,False,False,True
N102,4965926400.0,0.0,,True,False,False,False,False,True
N102,5017766400.0,384.13483,,True,False,False,False,False,True
N102,5028134400.0,383.65622,,True,False,False,False,False,True
N102,5029862400.0,383.57645,,True,False,False,False,False,True
N102,5048870400.0,0.0,,True,False,False,False,False,True
N102,5073062400.0,0.0,,True,False,False,False,False,True
N102,5079110400.0,381.4654,,True,False,False,False,False,True
N102,5088614400.0,0.0,,True,False,False,False,False,True
N102,5111942400.0,0.0,,True,False,False,False,False,True
N102,5114534400.0,380.0026,,True,False,False,False,False,True
N102,5124038400.0,0.0,,True,False,False,False,False,True
N102,5206118400.0,376.22073,,True,False,False,False,False,True
N102,5206118400.0,0.0,,True,False,False,False,False,True
N102,5261414400.0,0.0,,True,False,False,False,False,True
N102,5263142400.0,0.0,,True,False,False,False,False,True
N102,5272646400.0,0.0,,True,False,False,False,False,True
N102,5273510400.0,0.0,,True,False,False,False,False,True
N102,5282150400.0,373.0811,,True,False,False,False,False,True
N102,5282150400.0,0.0,,True,False,False,False,False,True
N102,5285606400.0,0.0,,True,False,False,False,False,True
N102,5316710400.0,0.0,,True,False,False,False,False,True
N102,5318438400.0,0.0,,True,False,False,False,False,True
N102,5319302400.0,371.5469,,True,False,False,False,False,True
N102,5356454400.0,370.01276,,True,False,False,False,False,True
N102,5365094400.0,369.6791,,True,False,False,False,False,True
N102,5375462400.0,0.0,,True,False,False,False,False,True
N102,5418662400.0,0.0,,True,False,False,False,False,True
N102,5427302400.0,367.47205,,True,False,False,False,False,True
N102,5451494400.0,0.0,,True,False,False,False,False,True
N102,5458406400.0,0.0,,True,False,False,False,False,True
N102,5470502400.0,0.0,,True,False,False,False,False,True
N102,5495558400.0,0.0,,True,False,False,False,False,True
N102,5506790400.0,0.0,,True,False,False,False,False,True
N102,5508518400.0,364.59064,,True,False,False,False,False,True
N102,5508518400.0,0.0,,True,False,False,False,False,True
N102,5508518400.0,0.0,,True,False,False,False,False,True
N102,5527612800.0,363.91318,,True,False,False,False,False,True
N102,5528476800.0,0.0,,True,False,False,False,False,True
N102,5560444800.0,0.0,,True,False,False,False,False,True
N102,5562172800.0,0.0,,True,False,False,False,False,True
N102,5581180800.0,0.0,,True,False,False,False,False,True
N102,5603644800.0,361.2157,,True,False,False,False,False,True
N102,5654620800.0,0.0,,True,False,False,False,False,True
N102,5668444800.0,0.0,,True,False,False,False,False,True
N102,5670172800.0,0.0,,True,False,False,False,False,True
N102,5690044800.0,0.0,,True,False,False,False,False,True
N102,5696092800.0,357.93576,,True,False,False,False,False,True
N102,5706460800.0,0.0,,True,False,False,False,False,True
N102,5732380800.0,356.64832,,True,False,False,False,False,True
N102,5773852800.0,0.0,,True,False,False,False,False,True
N102,5775580800.0,0.0,,True,False,False,False,False,True
N102,5788540800.0,354.65585,,True,False,False,False,False,True
N102,5824828800.0,0.0,,True,False,False,False,False,True
N102,5835196800.0,0.0,,True,False,False,False,False,True
N102,5841244800.0,352.78598,,True,False,False,False,False,True
N102,5845564800.0,0.0,,True,False,False,False,False,True
N102,5855068800.0,352.29553,,True,False,False,False,False,True
N102,5860252800.0,352.1116,,True,False,False,False,False,True
N102,5860252800.0,0.0,,True,False,False,False,False,True
N102,5891356800.0,0.0,,True,False,False,False,False,True
N102,5895676800.0,0.0,,True,False,False,False,False,True
N102,5918140800.0,0.0,,True,False,False,False,False,True
N102,5930236800.0,0.0,,True,False,False,False,False,True
N102,5944060800.0,0.0,,True,False,False,False,False,True
N102,5950108800.0,0.0,,True,False,False,False,False,True
N102,5958748800.0,0.0,,True,False,False,False,False,True
N102,5982940800.0,0.0,,True,False,False,False,False,True
N102,6034780800.0,346.21683,,True,False,False,False,False,True
N102,6139324800.0,0.0,,True,False,False,False,False,True
N102,6141052800.0,0.0,,True,False,False,False,False,True
N102,6149692800.0,342.93524,,True,False,False,False,False,True
N102,6153148800.0,0.0,,True,False,False,False,False,True
N102,6168700800.0,342.39243,,True,False,False,False,False,True
N102,6182524800.0,341.99765,,True,False,False,False,False,True
N102,6185116800.0,0.0,,True,False,False,False,False,True
N102,6185980800.0,0.0,,True,False,False,False,False,True
N102,6217948800.0,340.98602,,True,False,False,False,False,True
N102,6226588800.0,340.7393,,True,False,False,False,False,True
N102,6228316800.0,340.68994,,True,False,False,False,False,True
N102,6230908800.0,0.0,,True,False,False,False,False,True
N102,6311347200.0,338.31882,,True,False,False,False,False,True
N102,6343315200.0,0.0,,True,False,False,False,False,True
N102,6357139200.0,0.0,,True,False,False,False,False,True
N102,6370963200.0,0.0,,True,False,False,False,False,True
N102,6371827200.0,0.0,,True,False,False,False,False,True
N102,6381331200.0,0.0,,True,False,False,False,False,True
N102,6413299200.0,0.0,,True,False,False,False,False,True
N102,6441811200.0,334.59308,,True,False,False,False,False,True
N102,6450451200.0,0.0,,True,False,False,False,False,True
N102,6459091200.0,334.0996,,True,False,False,False,False,True
N102,6466003200.0,333.90222,,True,False,False,False,False,True
N102,6481555200.0,0.0,,True,False,False,False,False,True
N102,6510067200.0,332.6439,,True,False,False,False,False,True
N102,6510067200.0,0.0,,True,False,False,False,False,True
N102,6510931200.0,0.0,,True,False,False,False,False,True
N102,6526483200.0,0.0,,True,False,False,False,False,True
N102,6560179200.0,0.0,,True,False,False,False,False,True
N102,6572275200.0,0.0,,True,False,False,False,False,True
N102,6726931200.0,326.4508,,True,False,False,False,False,True
N102,6750259200.0,325.7846,,True,False,False,False,False,True
N102,6761491200.0,0.0,,True,False,False,False,False,True
N102,6770131200.0,325.21713,,True,False,False,False,False,True
N102,6774451200.0,0.0,,True,False,False,False,False,True
N102,6797779200.0,0.0,,True,False,False,False,False,True
N102,6809875200.0,324.08215,,True,False,False,False,False,True
N102,6828883200.0,323.53934,,True,False,False,False,False,True
N102,6847027200.0,0.0,,True,False,False,False,False,True
N102,6858259200.0,0.0,,True,False,False,False,False,True
N102,6868627200.0,0.0,,True,False,False,False,False,True
N102,6881587200.0,0.0,,True,False,False,False,False,True
N102,6916147200.0,0.0,,True,False,False,False,False,True
N102,6918739200.0,320.97327,,True,False,False,False,False,True
N102,6918739200.0,0.0,,True,False,False,False,False,True
N102,6925651200.0,0.0,,True,False,False,False,False,True
N102,6956755200.0,0.0,,True,False,False,False,False,True
N102,6963667200.0,0.0,,True,False,False,False,False,True
N102,6980947200.0,0.0,,True,False,False,False,False,True
N102,6984403200.0,0.0,,True,False,False,False,False,True
N102,6993043200.0,0.0,,True,False,False,False,False,True
N102,7014643200.0,318.60458,,True,False,False,False,False,True
N102,7057843200.0,0.0,,True,False,False,False,False,True
N102,7080307200.0,0.0,,True,False,False,False,False,True
N102,7092403200.0,316.75903,,True,False,False,False,False,True
N102,7096809600.0,0.0,,True,False,False,False,False,True
N102,7099401600.0,0.0,,True,False,False,False,False,True
N102,7115817600.0,0.0,,True,False,False,False,False,True
N102,7131369600.0,315.83423,,True,False,False,False,False,True
N102,7160745600.0,0.0,,True,False,False,False,False,True
N102,7175433600.0,314.78842,,True,False,False,False,False,True
N102,7216905600.0,0.0,,True,False,False,False,False,True
N102,7248873600.0,0.0,,True,False,False,False,False,True
N102,7287753600.0,312.12265,,True,False,False,False,False,True
N102,7292073600.0,0.0,,True,False,False,False,False,True
N102,7298121600.0,311.8766,,True,False,False,False,False,True
N102,7300713600.0,0.0,,True,False,False,False,False,True
N102,7305897600.0,0.0,,True,False,False,False,False,True
N102,7361193600.0,310.37964,,True,False,False,False,False,True
N102,7374153600.0,0.0,,True,False,False,False,False,True
N102,7430313600.0,308.73917,,True,False,False,False,False,True
N102,7495113600.0,307.2012,,True,False,False,False,False,True
N102,7501161600.0,0.0,,True,False,False,False,False,True
N102,7503753600.0,0.0,,True,False,False,False,False,True
N102,7537449600.0,306.1964,,True,False,False,False,False,True
N102,7572873600.0,0.0,,True,False,False,False,False,True
N102,7574601600.0,0.0,,True,False,False,False,False,True
N102,7589289600.0,0.0,,True,False,False,False,False,True
N102,7595337600.0,304.93896,,True,False,False,False,False,True
N102,7630761600.0,0.0,,True,False,False,False,False,True
N102,7643721600.0,0.0,,True,False,False,False,False,True
N102,7711113600.0,0.0,,True,False,False,False,False,True
N102,7716297600.0,0.0,,True,False,False,False,False,True
N102,7729257600.0,0.0,,True,False,False,False,False,True
N102,7748265600.0,301.97647,,True,False,False,False,False,True
N102,7770729600.0,0.0,,True,False,False,False,False,True
N102,7772457600.0,0.0,,True,False,False,False,False,True
N102,7791465600.0,0.0,,True,False,False,False,False,True
N102,7802697600.0,300.922,,True,False,False,False,False,True
N102,7841577600.0,0.0,,True,False,False,False,False,True
N102,7876137600.0,0.0,,True,False,False,False,False,True
N102,7883049600.0,0.0,,True,False,False,False,False,True
N102,7884000000.0,0.0,,True,False,False,False,False,True
N103,28512000.0,1465.6586,-47.918625,False,False,True,False,True,True
N103,53568000.0,1446.6101,,True,False,False,False,False,True
N103,53568000.0,1400.0,,True,False,False,False,False,True
N103,64800000.0,500.0,,True,False,False,False,False,True
N103,102816000.0,500.0,,True,False,False,False,False,True
N103,119232000.0,500.0,103.01523,False,False,False,True,True,True
N103,130464000.0,500.0,,True,False,False,False,False,True
N103,133056000.0,500.0,,True,False,False,False,False,True
N103,133920000.0,1388.3395,,True,False,False,False,False,True
N103,188352000.0,1351.0276,,True,False,False,False,False,True
N103,190944000.0,500.0,,True,False,False,False,False,True
N103,193536000.0,1347.5934,,True,False,False,False,False,True
N103,202176000.0,1341.8937,,True,False,False,False,False,True
N103,202176000.0,500.0,,True,False,False,False,False,True
N103,204768000.0,500.0,,True,False,False,False,False,True
N103,204768000.0,1400.0,,True,False,False,False,False,True
N103,205632000.0,1339.6138,-14.135831,False,False,True,False,True,True
N103,220320000.0,1329.9243,-38.49419,False,False,True,False,True,True
N103,227232000.0,1400.0,-70.11531,False,False,True,False,True,True
N103,257472000.0,1306.0636,-25.373438,False,False,True,False,True,True
N103,262656000.0,500.0,,True,False,False,False,False,True
N103,264384000.0,1301.7133,,True,False,False,False,False,True
N103,279936000.0,1291.925,,True,False,False,False,False,True
N103,289440000.0,500.0,,True,False,False,False,False,True
N103,291168000.0,1284.9746,,True,False,False,False,False,True
N103,300672000.0,1400.0,,True,False,False,False,False,True
N103,340416000.0,1400.0,,True,False,False,False,False,True
N103,368928000.0,500.0,-32.346165,False,False,True,False,True,True
N103,387936000.0,1227.376,-54.551613,False,False,True,False,True,True
N103,403488000.0,1218.4707,,True,False,False,False,False,True
N103,410400000.0,1214.5187,-21.817501,False,False,True,False,True,True
N103,416448000.0,500.0,,True,False,False,False,False,True
N103,418176000.0,1400.0,,True,False,False,False,False,True
N103,419904000.0,1209.2053,-13.04188,False,False,True,False,True,True
N103,447552000.0,1400.0,110.121284,False,False,False,True,True,True
N103,457920000.0,1188.1699,,True,False,False,False,False,True
N103,463104000.0,1185.3406,-56.190224,False,False,True,False,True,True
N103,471744000.0,1180.625,,True,False,False,False,False,True
N103,483840000.0,1174.1617,,True,False,False,False,False,True
N103,508032000.0,1161.3027,,True,False,False,False,False,True
N103,511488000.0,1159.4951,,True,False,False,False,False,True
N103,520128000.0,1154.976,,True,False,False,False,False,True
N103,525312000.0,1152.2645,,True,False,False,False,False,True
N103,533952000.0,1147.7455,,True,False,False,False,False,True
N103,546912000.0,1400.0,,True,False,False,False,False,True
N103,549504000.0,1400.0,58.817394,False,False,False,True,True,True
N103,592704000.0,1400.0,-78.94402,False,False,True,False,True,True
N103,598752000.0,1115.0537,,True,False,False,False,False,True
N103,610848000.0,1109.1559,-14.599415,False,False,True,False,True,True
N103,633312000.0,1098.2375,,True,False,False,False,False,True
N103,645408000.0,1092.4667,,True,False,False,False,False,True
N103,648864000.0,500.0,63.753883,False,False,False,True,True,True
N103,656640000.0,500.0,,True,False,False,False,False,True
N103,657504000.0,500.0,-51.121655,False,False,True,False,True,True
N103,685152000.0,1073.7491,,True,False,False,False,False,True
N103,693792000.0,1069.7191,,True,False,False,False,False,True
N103,699840000.0,1400.0,-27.57913,False,False,True,False,True,True
N103,704160000.0,1400.0,-51.48063,False,False,True,False,True,True
N103,708480000.0,1063.0304,,True,False,False,False,False,True
N103,729216000.0,500.0,117.11705,False,False,False,True,True,True
N103,730080000.0,500.0,64.05875,False,False,False,True,True,True
N103,756864000.0,1041.3005,,True,False,False,False,False,True
N103,771552000.0,1034.8824,,True,False,False,False,False,True
N103,774144000.0,500.0,,True,False,False,False,False,True
N103,774144000.0,1400.0,,True,False,False,False,False,True
N103,783648000.0,1400.0,,True,False,False,False,False,True
N103,787104000.0,500.0,,True,False,False,False,False,True
N103,857174400.0,1400.0,,True,False,False,False,False,True
N103,859766400.0,1400.0,,True,False,False,False,False,True
N103,878774400.0,500.0,,True,False,False,False,False,True
N103,883094400.0,1400.0,-32.95494,False,False,True,False,True,True
N103,883958400.0,987.67706,-59.276253,False,False,True,False,True,True
N103,887414400.0,500.0,,True,False,False,False,False,True
N103,902102400.0,1400.0,,True,False,False,False,False,True
N103,914198400.0,1400.0,105.77766,False,False,False,True,True,True
N103,921110400.0,972.8567,,True,False,False,False,False,True
N103,927158400.0,1400.0,-40.11213,False,False,True,False,True,True
N103,934070400.0,1400.0,,True,False,False,False,False,True
N103,959990400.0,957.7952,-22.487167,False,False,True,False,True,True
N103,970358400.0,1400.0,,True,False,False,False,False,True
N103,989366400.0,946.6664,,True,False,False,False,False,True
N103,1000598400.0,1400.0,,True,False,False,False,False,True
