sensor,n_rows,n_missing,n_physical_outliers,n_iqr_outliers,n_rolling_spikes,n_total_bad,temp_mean,temp_median,temp_std,temp_min,temp_max,time_min,time_max,bad_fraction,possible_failed_sensor,temperature_slope_degC_per_year,drift_slope_robust_z,possible_drift_sensor
N315,27384,426,117,6,235,663,18.539396,17.080338,14.20931,-94.91624,128.56662,0.0,249.82888432580424,0.024211218229623136,False,-0.1463875199601849,0.5987737561307299,False
N577,27384,446,106,64,217,663,21.25909,19.599037,9.654896,-84.146355,130.23552,0.0,249.82888432580424,0.024211218229623136,False,-0.07522887393433089,0.13303776259213185,False
N671,27384,446,98,67,217,663,21.519352,19.716278,9.949796,-86.79172,128.67574,0.0,249.82888432580424,0.024211218229623136,False,-0.08001648792031045,0.08380086366539363,False
N460,27384,437,134,45,225,662,21.340267,19.667059,10.004285,-86.33255,128.14069,0.0,249.82888432580424,0.024174700555068655,False,-0.07986712966477394,0.08533689755477172,False
N813,27384,435,109,14,227,662,23.140757,20.52781,13.108229,-87.06372,140.29958,0.0,249.82888432580424,0.024174700555068655,False,-0.12052673078693962,0.3328155843947433,False
N571,27384,415,120,89,246,661,31.7661,32.565304,9.640752,-75.548386,142.17285,0.0,249.82888432580424,0.02413818288051417,False,0.09602847473919654,1.8942868507168478,False
N74,27384,425,136,100,236,661,18.280176,18.016937,6.7218294,-83.97644,118.54541,0.0,249.82888432580424,0.02413818288051417,False,-0.0187168998010657,0.7142196136558242,False
N90,27384,440,113,108,221,661,17.344336,17.3223,6.17442,-83.51793,114.54079,0.0,249.82888432580424,0.02413818288051417,False,-0.004485271885385584,0.8605808757164951,False
N304,27384,393,116,0,265,660,24.63161,21.37338,16.392988,-92.363205,145.17484,0.0,249.82888432580424,0.024101665205959685,False,-0.16002792401780516,0.7390547390737409,False
N749,27384,425,113,92,235,660,38.702625,40.584213,10.115103,-71.97576,145.10051,0.0,249.82888432580424,0.024101665205959685,False,0.09318915992846466,1.8650866986647823,False
N853,27384,426,118,77,234,660,21.177902,19.567184,9.867321,-80.932045,127.62006,0.0,249.82888432580424,0.024101665205959685,False,-0.07409846444877025,0.14466314796141364,False
N331,27384,417,121,53,240,657,21.794132,19.88082,10.750648,-84.87385,133.31583,0.0,249.82888432580424,0.02399211218229623,False,-0.0883298623136317,0.0016957482049016921,False
N354,27384,417,132,108,240,657,18.839113,18.343826,7.157139,-83.21134,119.78919,0.0,249.82888432580424,0.02399211218229623,False,-0.0270415345115351,0.6286071981516247,False
N611,27384,432,109,24,225,657,22.7431,20.313107,12.384147,-88.60679,137.85538,0.0,249.82888432580424,0.02399211218229623,False,-0.11097736231178028,0.23460773142194344,False
N615,27384,402,123,132,255,657,19.07857,18.456236,7.646091,-83.22276,123.135704,0.0,249.82888432580424,0.02399211218229623,False,-0.03008675441733397,0.597289471795532,False
N654,27384,420,126,111,237,657,17.733202,17.62344,6.5048275,-83.50668,119.66741,0.0,249.82888432580424,0.02399211218229623,False,-0.010058407505831587,0.8032654956435629,False
N812,27384,423,127,84,234,657,20.472813,19.22558,8.870501,-83.90187,131.80452,0.0,249.82888432580424,0.02399211218229623,False,-0.05910802949941457,0.2988281522058516,False
N132,27384,427,111,117,228,655,19.210201,18.541569,7.2658806,-79.896576,122.97681,0.0,249.82888432580424,0.023919076833187263,False,-0.032748523386272876,0.5699152411090623,False
N284,27384,428,128,99,227,655,19.121674,18.54693,7.135877,-83.64907,124.124405,0.0,249.82888432580424,0.023919076833187263,False,-0.03261258397811333,0.5713132725542275,False
N681,27384,409,109,108,245,654,20.376076,19.14221,8.505254,-82.94526,124.742905,0.0,249.82888432580424,0.023882559158632778,False,-0.055063826256320066,0.34041964786581125,False
N878,27384,442,109,44,212,654,21.93024,19.93289,11.027802,-87.05157,128.81834,0.0,249.82888432580424,0.023882559158632778,False,-0.09255532533860221,0.04515136022550514,False
N256,27384,402,133,118,251,653,17.855478,17.699623,6.671747,-82.038345,118.76959,0.0,249.82888432580424,0.023846041484078293,False,-0.011561654270699504,0.787805767845854,False
N363,27384,420,116,75,233,653,21.16522,19.565605,9.553765,-83.255806,126.98438,0.0,249.82888432580424,0.023846041484078293,False,-0.0732026816403184,0.1538755798177027,False
N552,27384,415,115,121,236,651,18.61481,18.161726,6.9312763,-83.93935,118.546555,0.0,249.82888432580424,0.023773006134969327,False,-0.022421252862060353,0.6761232136980841,False
N871,27384,428,122,87,223,651,20.218397,19.115437,8.388115,-82.54986,128.26532,0.0,249.82888432580424,0.023773006134969327,False,-0.05379790418049708,0.35343867518901556,False
N646,27384,408,109,61,242,650,21.755352,19.81425,10.475457,-84.43501,128.80032,0.0,249.82888432580424,0.02373648846041484,False,-0.08607995501713911,0.021442804417834638,False
N903,27384,442,109,0,188,650,28.444052,23.354004,24.969814,-98.03614,166.49437,0.0,249.82888432580424,0.02373648846041484,False,-0.2560653150748034,1.726724866721589,False
N550,27384,431,89,91,218,649,38.147118,39.5261,9.281441,-74.963036,142.53386,0.0,249.82888432580424,0.023699970785860357,False,0.07486622971075015,1.6766495636298238,False
N785,27384,402,124,69,247,649,21.482029,19.709314,10.376223,-86.92723,131.28458,0.0,249.82888432580424,0.023699970785860357,False,-0.08123266557686733,0.07129341913703187,False
N858,27384,412,115,16,237,649,22.816645,20.376097,12.478224,-86.92601,136.85678,0.0,249.82888432580424,0.023699970785860357,False,-0.11265770121733089,0.2518887146209959,False
N926,27384,418,122,0,226,649,26.52661,22.485573,20.645735,-94.167534,156.84145,0.0,249.82888432580424,0.023699970785860357,False,-0.20858144921913763,1.2383901115318683,False
N254,27384,393,133,99,255,648,20.45822,19.20717,8.950673,-83.96578,124.93465,0.0,249.82888432580424,0.02366345311130587,False,-0.05827721629769304,0.3073724220153971,False
N165,27384,402,105,128,245,647,33.780018,32.500164,9.159018,-69.41271,141.20271,0.0,249.82888432580424,0.023626935436751387,False,-0.011534445544035767,0.7880855885098823,False
N383,27384,396,132,119,251,647,17.462511,17.429228,6.6604686,-80.88928,117.76955,0.0,249.82888432580424,0.023626935436751387,False,-0.006519898290248089,0.8396563201981807,False
N493,27384,416,131,97,231,647,19.649376,18.823889,8.019133,-84.34802,124.023964,0.0,249.82888432580424,0.023626935436751387,False,-0.042469926222748,0.4699381480753811,False
N210,27384,430,108,0,211,645,26.620144,22.376753,20.727987,-93.147606,158.34474,0.0,249.82888432580424,0.02355390008764242,False,-0.21016832745205055,1.2547099241549797,False
N168,27384,403,118,19,241,644,22.778866,20.352121,12.648376,-89.00078,134.26697,0.0,249.82888432580424,0.023517382413087935,False,-0.11316788199023299,0.25713552842497184,False
N362,27384,433,105,74,211,644,21.172726,19.544952,9.516041,-86.19687,133.906,0.0,249.82888432580424,0.023517382413087935,False,-0.07313903290697232,0.1545301577055093,False
N798,27384,421,120,103,223,644,18.84528,18.333368,6.750475,-84.89848,120.2366,0.0,249.82888432580424,0.023517382413087935,False,-0.02701351002448586,0.6288954082789152,False
N172,27384,414,101,3,229,643,23.538363,20.741766,13.816575,-87.900764,139.71017,0.0,249.82888432580424,0.02348086473853345,False,-0.1302795470735899,0.4331157404146519,False
N635,27384,409,111,2,234,643,23.829473,20.924881,14.612946,-90.54965,142.92593,0.0,249.82888432580424,0.02348086473853345,False,-0.1384003775508796,0.5166321873509391,False
N914,27384,435,100,0,200,643,27.318275,22.824596,22.201874,-95.67602,158.5303,0.0,249.82888432580424,0.02348086473853345,False,-0.22674338751719306,1.425171569459297,False
N752,27384,408,113,70,234,642,21.345901,19.604094,9.911234,-86.27335,130.18123,0.0,249.82888432580424,0.023444347063978965,False,-0.0775157843902377,0.10951866115627419,False
N907,27384,415,121,0,218,642,26.967943,22.651999,21.699755,-96.36118,155.99463,0.0,249.82888432580424,0.023444347063978965,False,-0.21978023433754723,1.353560936204062,False
N276,27384,411,120,108,230,641,11.366783,11.521468,7.121851,-94.03005,114.95309,0.0,249.82888432580424,0.02340782938942448,False,-0.049221044403174416,0.40050813043704186,False
N150,27384,409,113,96,231,640,20.738422,19.32331,8.914434,-83.095726,126.51161,0.0,249.82888432580424,0.02337131171487,False,-0.06282336007682623,0.2606188570005261,False
N778,27384,394,120,125,245,639,18.064228,17.802475,6.4777102,-82.639565,118.99738,0.0,249.82888432580424,0.023334794040315514,False,-0.013779342514799703,0.7649985632037204,False
N791,27384,415,124,35,224,639,22.084755,20.031574,11.310587,-86.94253,132.24637,0.0,249.82888432580424,0.023334794040315514,False,-0.09698713923908892,0.09072913105652823,False
N808,27384,414,114,0,223,639,23.957705,21.001875,14.75145,-87.888275,137.9428,0.0,249.82888432580424,0.023334794040315514,False,-0.1428924508712208,0.5628296796075924,False
N729,27384,384,116,48,254,638,22.198074,20.058638,11.442893,-83.70831,137.83617,0.0,249.82888432580424,0.02329827636576103,False,-0.09675075644163363,0.08829811720695523,False
N185,27384,451,101,0,177,637,27.374517,22.903906,22.37779,-96.33863,161.81628,0.0,249.82888432580424,0.023261758691206544,False,-0.2295330232763034,1.4538608109720768,False
N81,27384,392,120,125,245,637,17.94189,17.724415,6.5858226,-83.58338,118.49136,0.0,249.82888432580424,0.023261758691206544,False,-0.011974542596763555,0.78355953144543,False
N421,27384,405,104,88,231,636,36.888912,38.43236,10.141265,-69.538864,143.47449,0.0,249.82888432580424,0.02322524101665206,False,0.10272537829808272,1.9631593129948455,False
N773,27384,393,128,115,243,636,18.207909,17.932333,6.731835,-83.33287,117.361206,0.0,249.82888432580424,0.02322524101665206,False,-0.016738543016717698,0.7345654797421937,False
N821,27384,420,91,44,216,636,43.449116,41.175484,14.778006,-72.00622,161.47395,0.0,249.82888432580424,0.02322524101665206,False,-0.070202545884725,0.18472965063402855,False
N877,27384,414,101,112,222,636,20.255175,19.08892,8.309192,-85.32052,129.84785,0.0,249.82888432580424,0.02322524101665206,False,-0.05243973634591318,0.367406378640628,False
N103,27384,399,118,118,236,635,17.32203,17.275007,6.3161044,-79.89961,117.11705,0.0,249.82888432580424,0.023188723342097574,False,-0.003764158993038963,0.8679969628737336,False
N188,27384,427,125,0,189,634,28.833517,23.528969,26.10716,-95.866325,161.86229,0.0,249.82888432580424,0.023152205667543092,False,-0.26953026488032084,1.8652014386777593,False
N236,27384,403,111,119,230,633,18.893272,18.323498,6.952019,-82.30629,122.2073,0.0,249.82888432580424,0.023115687992988607,False,-0.027063319467315685,0.6283831567671201,False
N531,27384,419,98,76,214,633,34.577442,35.618893,10.066374,-79.59842,145.1939,0.0,249.82888432580424,0.023115687992988607,False,0.10669245063220817,2.0039575770408615,False
N621,27384,410,102,8,222,632,23.085386,20.500679,12.911734,-85.969055,136.36127,0.0,249.82888432580424,0.023079170318434122,False,-0.11901633948529977,0.31728238057412445,False
N715,27384,406,119,105,226,632,31.377987,31.377176,7.856245,-73.21479,128.67485,0.0,249.82888432580424,0.023079170318434122,False,0.029091173067263176,1.2058885866752571,False
N183,27384,404,118,0,219,631,26.803358,22.571348,21.256233,-91.6651,156.40915,0.0,249.82888432580424,0.023042652643879637,False,-0.2155671281023594,1.3102324041885236,False
N583,27384,384,133,52,247,631,21.78034,19.877926,11.0687275,-85.12141,135.08153,0.0,249.82888432580424,0.023042652643879637,False,-0.08931023024410815,0.011778072478588624,False
N89,27384,394,120,117,237,631,17.403517,17.36684,6.3233213,-83.39843,117.27698,0.0,249.82888432580424,0.023042652643879637,False,-0.005358923293879208,0.8515960481545458,False
N186,27384,413,108,0,203,630,27.642519,23.005762,23.128948,-95.27318,161.30508,0.0,249.82888432580424,0.023006134969325152,False,-0.23580022247636856,1.518314096986991,False
N265,27384,421,106,4,208,630,23.997969,20.998991,14.844925,-84.907936,146.37796,0.0,249.82888432580424,0.023006134969325152,False,-0.14256449386467573,0.5594568959974554,False
N501,27384,404,111,2,225,629,23.82345,20.924343,14.546896,-86.71842,139.75151,0.0,249.82888432580424,0.022969617294770667,False,-0.13875120987641515,0.5202402258860449,False
N39,27384,402,115,74,226,628,21.162493,19.538244,9.755195,-86.59171,132.91437,0.0,249.82888432580424,0.022933099620216186,False,-0.07375666056257973,0.1481783359958736,False
N34,27384,415,116,50,212,627,21.690517,19.809534,10.431199,-85.207855,131.59877,0.0,249.82888432580424,0.0228965819456617,False,-0.08665829457669243,0.015495030323588233,False
N413,27384,418,113,5,209,627,23.32193,20.664537,13.591833,-89.99241,141.82628,0.0,249.82888432580424,0.0228965819456617,False,-0.12726234786990043,0.4020861852606771,False
N891,27384,432,113,0,173,627,28.044338,23.206295,24.043081,-95.878456,165.71141,0.0,249.82888432580424,0.0228965819456617,False,-0.24692357122424427,1.6327091170595958,False
N799,27384,410,105,14,216,626,23.054697,20.520466,12.938779,-86.12503,141.66771,0.0,249.82888432580424,0.022860064271107216,False,-0.11884778628036824,0.31554894150838203,False
N818,27384,396,105,78,230,626,39.35911,40.239094,9.578649,-75.16552,146.21327,0.0,249.82888432580424,0.022860064271107216,False,0.06543078029899485,1.5796132799245295,False
N557,27384,397,116,111,227,624,18.614115,18.163378,6.90678,-83.94831,119.65806,0.0,249.82888432580424,0.022787028921998246,False,-0.02256311537837689,0.6746642676765742,False
N687,27384,402,106,4,222,624,23.461178,20.711807,13.855785,-86.23198,138.40962,0.0,249.82888432580424,0.022787028921998246,False,-0.12967936116962228,0.42694329360138594,False
N850,27384,391,118,8,233,624,23.397383,20.67978,13.764716,-90.00547,141.37755,0.0,249.82888432580424,0.022787028921998246,False,-0.12798319475217,0.40949953671045963,False
N4,27384,392,119,0,217,622,26.80102,22.570679,21.27074,-87.70894,157.46603,0.0,249.82888432580424,0.02271399357288928,False,-0.21539735350641653,1.30848640406294,False
N695,27384,401,108,113,221,622,21.302032,20.671282,7.1914644,-81.92689,123.18697,0.0,249.82888432580424,0.02271399357288928,False,-0.02489320800961384,0.6507010710383061,False
N469,27384,405,107,42,216,621,22.206371,20.055977,11.325139,-84.84113,138.26558,0.0,249.82888432580424,0.022677475898334794,False,-0.09766227489800534,0.09767237800526979,False
N170,27384,399,117,7,221,620,23.136236,20.555803,12.999063,-85.915985,138.77905,0.0,249.82888432580424,0.02264095822378031,False,-0.1214169368049695,0.3419706632841586,False
N261,27384,390,104,126,230,620,17.788553,17.609215,6.5429797,-80.18414,118.765236,0.0,249.82888432580424,0.02264095822378031,False,-0.009579116035211369,0.8081946369161225,False
N921,27384,417,107,0,174,620,28.960197,23.581165,26.198732,-98.637215,174.47865,0.0,249.82888432580424,0.02264095822378031,False,-0.2694296326593316,1.864166514285749,False
N57,27384,387,126,106,232,619,19.524961,18.749807,7.6163497,-85.236206,123.19664,0.0,249.82888432580424,0.022604440549225824,False,-0.03981406298097509,0.49725164293552626,False
N55,27384,386,117,109,232,618,19.726818,18.832098,7.827434,-82.87452,126.46433,0.0,249.82888432580424,0.02256792287467134,False,-0.04281894479816241,0.4663487625544184,False
N66,27384,396,116,106,222,618,18.908998,18.349247,6.6799374,-80.20661,119.16468,0.0,249.82888432580424,0.02256792287467134,False,-0.027705469463795145,0.621779141789084,False
N214,27384,402,111,0,212,617,26.147148,22.203491,19.635582,-87.96256,157.59003,0.0,249.82888432580424,0.022531405200116858,False,-0.19853196212940377,1.1350389262542298,False
N769,27384,402,104,71,215,617,21.14051,19.544823,9.450915,-86.99235,133.44771,0.0,249.82888432580424,0.022531405200116858,False,-0.07250897252729638,0.16100984034548294,False
N30,27384,417,104,31,199,616,22.228071,20.066076,11.206855,-86.42803,138.4795,0.0,249.82888432580424,0.022494887525562373,False,-0.09893371605200393,0.1107481647696272,False
N893,27384,422,100,0,175,613,28.209808,23.270308,24.423674,-93.82076,165.02151,0.0,249.82888432580424,0.022385334501898918,False,-0.25097568776927837,1.674381994896339,False
N528,27384,392,122,98,220,612,18.07577,17.870827,6.427467,-84.12247,118.572495,0.0,249.82888432580424,0.022348816827344433,False,-0.015205053724362705,0.7503362284938746,False
N264,27384,396,105,109,214,610,17.547388,17.464302,6.0022106,-82.79343,118.59768,0.0,249.82888432580424,0.022275781478235467,False,-0.007014867614372987,0.8345659443543589,False
